Año	Mes	Dia	Hora	Min	Seg	Lat	Lon	Profundidad	Magnitud
2010	8	1	22	40	59,9	-33,675	-71,788	35,1	3,8
2010	8	2	5	21	15,4	-28,949	-71,165	41	2,7
2010	8	5	4	41	25,6	-32,672	-71,775	40,1	3,5
2010	8	6	2	22	13,8	-30,106	-71,525	28,3	3,9
2010	8	7	11	24	6	-33,423	-69,945	7,2	2,9
2010	8	7	14	34	58,2	-32,875	-71,587	25,4	3,1
2010	8	9	8	3	29,1	-31,799	-69,543	158,6	3,8
2010	8	9	18	15	17,2	-32,790	-71,982	29,7	4,1
2010	8	10	0	3	47,1	-32,882	-71,960	15,1	2,8
2010	8	12	10	17	51,9	-33,998	-70,498	107,3	2,9
2010	8	12	14	42	25,3	-33,509	-72,279	33,9	3,6
2010	8	14	15	23	32,7	-33,932	-71,505	28,1	3,8
2010	8	15	9	38	29,6	-33,825	-71,968	11,4	2,6
2010	8	16	19	48	11,7	-33,716	-71,981	6,6	2,9
2010	8	16	20	5	9,2	-33,964	-72,208	3,2	3
2010	8	16	23	23	59,7	-33,681	-72,057	37,4	3,6
2010	8	17	1	22	32,1	-33,620	-72,087	25,1	3,4
2010	8	17	9	50	8,5	-33,578	-71,934	5,2	2,6
2010	8	18	2	29	57,8	-32,659	-70,443	93,1	2,6
2010	8	18	23	59	57,1	-32,874	-71,817	24,5	3,5
2010	8	19	15	44	42,3	-33,436	-72,310	28,3	4,1
2010	8	20	4	37	37,6	-33,659	-71,223	45	2,9
2010	8	21	14	6	46,1	-33,925	-72,116	12,7	3,7
2010	8	22	10	39	9,8	-33,342	-71,499	6,5	2,7
2010	8	22	20	26	44	-31,572	-69,930	155	3,9
2010	8	22	23	51	48,6	-32,369	-71,835	14,8	3,3
2010	8	22	23	56	23,6	-33,384	-71,701	14,4	3
2010	8	23	4	20	37,7	-32,343	-71,893	14,3	3,4
2010	8	23	13	7	19,3	-32,053	-71,501	40	3,2
2010	8	23	19	38	6,5	-33,592	-70,641	94,4	2,7
2010	8	24	2	12	58,8	-32,516	-69,821	135,3	4
2010	8	25	2	25	21,6	-33,442	-72,243	8,4	3
2010	8	28	6	32	27,2	-33,414	-71,748	12	2,4
2010	8	29	1	50	20,4	-33,889	-72,072	8,2	3
2010	9	1	6	22	5,3	-33,926	-72,390	9,4	4,3
2010	9	1	19	29	54,1	-33,853	-71,852	13,6	3,7
2010	9	5	2	49	12,8	-33,464	-71,899	13,5	3,2
2010	9	5	18	16	38	-33,138	-70,321	10,6	2,4
2010	9	8	4	8	30	-33,951	-71,989	40,3	2,7
2010	9	10	12	35	26,1	-33,978	-72,324	38,6	3,2
2010	9	11	1	41	44,4	-33,909	-72,367	41,7	3,7
2010	9	11	4	25	17,3	-33,891	-72,405	35,4	3,7
2010	9	11	10	7	3,5	-28,100	-69,501	107,6	3,1
2010	9	11	10	17	16,7	-29,958	-71,179	62,8	3,7
2010	9	11	12	4	54,2	-33,949	-72,402	25	3,8
2010	9	12	3	16	48,2	-31,549	-70,309	145,6	3,2
2010	9	12	5	53	8,5	-31,303	-71,673	76,8	3,7
2010	9	12	19	16	21,9	-33,942	-71,389	41,8	4,2
2010	9	14	1	13	10,2	-29,838	-70,976	83,1	3,7
2010	9	14	12	7	11,2	-33,928	-71,439	46,6	3,5
2010	9	14	23	37	47,5	-28,987	-71,408	33,1	2,9
2010	9	15	23	31	33,6	-32,584	-71,418	23,2	2,9
2010	9	16	15	31	11,5	-33,536	-72,019	15	3,5
2010	9	16	16	33	27,6	-33,301	-71,209	45,7	3
2010	9	17	3	53	50,7	-32,843	-70,846	74,7	2,4
2010	9	17	6	19	18,1	-33,649	-72,042	24,1	3,1
2010	9	17	8	39	29,2	-33,643	-72,045	31,6	3,1
2010	9	17	9	1	47,3	-28,333	-71,214	31	2,9
2010	9	17	19	0	25,4	-33,983	-72,340	30,1	4
2010	9	17	20	35	10	-33,962	-72,228	50,3	3,7
2010	9	18	6	26	31,9	-33,991	-72,327	33,2	3,7
2010	9	19	19	44	20,4	-33,099	-69,155	14,9	3,3
2010	9	20	4	45	40	-33,776	-72,269	19,3	3,9
2010	9	20	5	6	32,8	-33,791	-72,218	35,7	3,6
2010	9	21	5	12	27,9	-33,306	-70,946	49,6	2,4
2010	9	22	17	25	20,6	-33,707	-71,889	45,2	3,1
2010	9	27	1	40	7,6	-32,377	-71,848	23,8	3
2010	9	27	18	21	9	-28,695	-70,856	59,6	2,7
2010	9	27	23	48	26	-29,498	-71,937	31,9	3,7
2010	9	28	1	48	15,3	-29,344	-71,175	64,7	5
2010	9	28	22	31	25,6	-33,512	-72,213	13,7	4,1
2010	9	29	5	7	21,5	-33,884	-71,514	41,6	2,2
2010	9	29	10	29	10,6	-33,468	-72,317	45,7	3,4
2010	9	29	11	8	4,3	-33,869	-71,944	34,4	3,3
2010	9	29	18	36	47	-28,142	-69,180	86	3,3
2010	10	2	3	12	15,4	-31,728	-71,518	33,9	4
2010	10	2	4	9	52,6	-31,611	-70,445	118,9	3,6
2010	10	3	2	32	24,8	-33,412	-72,329	36,6	2,9
2010	10	3	21	19	19,8	-32,068	-70,009	122,4	3,4
2010	10	5	13	59	47,2	-33,977	-72,037	13,1	3,2
2010	10	5	22	22	40,6	-33,767	-71,845	20,6	3
2010	10	8	2	15	45,2	-33,097	-70,197	112,9	3,7
2010	10	8	11	49	50,8	-33,962	-71,982	6,1	2,7
2010	10	11	8	35	30,6	-33,863	-71,718	65,1	4,4
2010	10	12	14	32	29,9	-33,983	-72,088	28,1	3,4
2010	10	17	6	36	34,6	-32,081	-69,821	125	3,4
2010	10	19	15	32	33,4	-33,850	-72,551	22,5	3,5
2010	10	20	20	27	15,6	-32,710	-71,742	32,6	2,8
2010	10	20	22	48	52,3	-33,961	-71,718	28,5	3,1
2010	10	23	1	53	5,8	-29,617	-71,138	40	4
2010	10	23	2	20	17,2	-29,578	-71,101	33,3	4
2010	10	23	3	45	6,8	-29,602	-71,114	41,4	3,5
2010	10	23	8	6	10,4	-28,459	-70,133	109,1	3,4
2010	10	23	16	52	4,6	-30,136	-71,071	66,8	2,8
2010	10	23	17	44	50,5	-33,990	-71,284	42,5	2
2010	10	24	1	55	43,9	-33,431	-72,464	15,1	2,9
2010	10	24	9	44	50,8	-33,933	-72,018	10	2,7
2010	10	25	1	26	6,1	-33,522	-72,060	23,5	3,7
2010	10	25	13	54	52,8	-33,978	-72,099	20	3,2
2010	10	26	4	39	57	-33,961	-72,044	6,5	2,5
2010	10	27	10	9	24,2	-33,940	-72,079	13	3,3
2010	10	28	13	21	28,4	-29,640	-71,088	38,3	4,1
2010	10	28	16	55	34,3	-33,947	-72,107	13,3	4,2
2010	10	28	18	43	13	-33,732	-72,231	37,2	3,9
2010	10	28	19	11	42,4	-33,965	-72,012	13,3	3,5
2010	10	28	22	17	35,7	-31,877	-69,137	22,3	4
2010	10	29	10	30	24,9	-33,954	-71,999	27,9	3,2
2010	10	29	13	18	7,6	-33,729	-72,727	33,3	3,3
2010	10	30	18	11	23,1	-33,743	-71,969	47,3	2,6
2010	10	31	5	46	59,9	-28,015	-69,473	15	2,8
2010	10	31	15	7	9,9	-33,771	-72,154	32,3	3,4
2010	11	2	3	12	34,2	-33,711	-71,117	66,6	2,5
2010	11	3	3	15	21,5	-28,875	-71,393	36,4	2,7
2010	11	5	19	10	36,5	-28,283	-70,482	60,1	2,4
2010	11	6	9	34	10,1	-32,582	-72,886	29,8	3,9
2010	11	6	23	48	37,9	-32,953	-71,330	7	2,9
2010	11	7	2	36	50,3	-33,885	-72,175	21,6	3,1
2010	11	8	1	37	27,1	-33,300	-71,520	32,9	3
2010	11	8	16	33	33,1	-28,317	-70,657	12,4	2,1
2010	11	8	17	18	55,8	-33,889	-72,624	31,1	3,3
2010	11	9	1	0	27,7	-28,314	-70,802	62,6	2,7
2010	11	9	1	34	2,8	-33,949	-72,348	12,5	3,5
2010	11	9	15	34	37,6	-32,707	-70,878	83,8	2,5
2010	11	10	9	7	39,9	-28,960	-71,325	45,2	3,2
2010	11	11	2	10	12,2	-32,292	-71,629	38,7	2,7
2010	11	14	5	52	10,2	-33,939	-71,988	12,9	2,4
2010	11	16	13	8	23	-28,513	-70,350	103,3	2,8
2010	11	16	23	58	2,6	-29,403	-69,606	124,7	3,7
2010	11	21	0	29	5,8	-30,294	-71,596	64,8	3,6
2010	11	21	8	35	25,2	-33,895	-71,519	47,1	2,6
2010	11	21	10	2	25,7	-28,777	-71,419	13,4	2,4
2010	11	22	9	58	39,8	-31,706	-70,294	162,7	3,1
2010	11	22	17	32	50,9	-29,895	-71,486	62,3	3,6
2010	11	23	18	28	17,8	-32,117	-71,436	20,1	2,9
2010	11	24	8	14	19,6	-32,426	-69,681	154	3,1
2010	11	25	3	27	29,4	-32,139	-70,841	105	5,2
2010	11	25	15	14	19,9	-32,950	-70,316	108,8	3,8
2010	11	27	18	8	34,2	-33,390	-70,496	101,2	4,7
2010	11	28	3	37	17,9	-33,953	-72,563	31,5	4,6
2010	11	30	1	59	44,2	-29,728	-71,651	44,9	4,7
2010	11	30	7	33	43,2	-30,920	-71,555	38,5	2,6
2010	11	30	13	28	0,3	-33,861	-72,104	32,4	3,2
2010	12	1	0	43	59,7	-33,727	-72,003	30,5	2,2
2010	12	1	13	25	28,5	-30,293	-71,471	45,9	2,8
2010	12	1	19	5	47,6	-33,694	-71,845	25,1	4,3
2010	12	2	2	56	55,6	-32,504	-70,194	129,5	2,8
2010	12	2	23	28	23,1	-33,893	-70,809	79,8	3,2
2010	12	4	6	29	3,7	-33,918	-72,056	13,6	2,9
2010	12	5	1	10	17,9	-31,492	-71,586	27,3	3,9
2010	12	5	20	42	41,3	-33,271	-72,054	40,9	4,1
2010	12	6	13	18	37,6	-29,536	-71,532	32,5	3
2010	12	7	4	22	9,1	-33,242	-69,951	131,2	3,2
2010	12	7	9	52	43,7	-29,849	-71,516	60,1	2,5
2010	12	7	12	39	39,2	-31,925	-69,257	6,8	4,1
2010	12	8	3	51	26,2	-33,634	-71,956	33,7	3,3
2010	12	8	18	39	55,5	-29,399	-70,517	77,8	2,2
2010	12	10	5	10	22,8	-32,682	-71,748	35,2	2,9
2010	12	10	10	59	55,7	-33,751	-71,869	34,1	2,5
2010	12	10	12	13	5,4	-29,578	-71,331	60,5	2,6
2010	12	10	17	15	21,2	-33,223	-70,243	122,1	3,3
2010	12	11	7	53	29	-33,993	-72,286	14,2	3,1
2010	12	11	8	13	37,2	-31,770	-70,261	127,3	3,8
2010	12	11	11	22	17,5	-31,576	-69,622	133,2	3,8
2010	12	11	18	48	32,7	-30,496	-71,233	34	3,1
2010	12	12	10	37	55,9	-29,686	-71,406	45,6	2,8
2010	12	14	2	1	50	-28,815	-71,405	34,7	3
2010	12	14	15	39	28	-33,884	-71,832	19,4	3,6
2010	12	15	21	6	14,2	-32,618	-71,618	3,9	2,5
2010	12	16	9	40	40,7	-33,964	-71,484	47,2	2,5
2010	12	16	10	44	58,4	-32,919	-70,383	106,6	3,3
2010	12	16	20	11	4,1	-33,928	-70,632	97	2,9
2010	12	17	12	53	9,9	-33,452	-72,397	32,6	4,4
2010	12	17	16	10	45,2	-33,545	-72,157	40,6	3,5
2010	12	17	22	22	27,1	-28,753	-71,358	28,2	3,4
2010	12	17	23	16	25,4	-28,738	-71,333	37,1	3,7
2010	12	18	4	30	49	-33,460	-72,368	46,5	3,6
2010	12	18	8	34	49,8	-33,989	-73,161	29,2	4
2010	12	19	11	1	8,9	-28,407	-69,323	72,4	3,3
2010	12	20	8	26	45,3	-33,924	-71,989	37,3	3,3
2010	12	20	11	26	39,4	-30,876	-71,342	35,6	4,3
2010	12	21	3	30	11,8	-31,541	-69,754	141,1	4,1
2010	12	22	14	26	43,7	-32,087	-71,283	49,4	4,3
2010	12	22	18	43	24	-30,723	-71,322	59,7	4
2010	12	25	9	46	25,7	-30,440	-71,586	31,3	3
2010	12	25	17	57	55,5	-28,833	-71,357	47	3,4
2010	12	27	0	13	14	-29,541	-71,315	43,2	2,4
2010	12	27	0	22	27	-29,372	-71,435	4,4	3,3
2011	1	1	8	44	49,9	-28,473	-71,118	44,4	3
2011	1	1	23	49	31,2	-33,995	-72,043	15,7	3,8
2011	1	2	2	43	43,8	-33,989	-73,255	27,2	3,7
2011	1	2	11	35	8,3	-32,499	-70,070	114,9	4,1
2011	1	5	0	48	51,2	-32,731	-71,572	22,4	2,8
2011	1	6	6	35	13,8	-33,892	-72,094	24,4	2,9
2011	1	6	22	48	17,2	-33,852	-70,660	111,1	3,1
2011	1	7	6	49	50,2	-33,803	-71,385	39,2	2
2011	1	9	4	13	7,6	-32,660	-71,542	35	2,3
2011	1	9	11	34	44	-30,881	-69,340	107,1	2,8
2011	1	11	10	51	40,3	-28,310	-69,333	112,6	3,1
2011	1	12	16	29	6,1	-28,657	-71,276	25,3	3,8
2011	1	12	20	19	4,7	-33,584	-72,014	12,2	3,1
2011	1	13	1	59	14,1	-29,492	-71,815	17,5	2,6
2011	1	16	0	27	37,6	-29,436	-71,691	42,6	3,7
2011	1	16	13	22	16	-33,322	-70,918	81,8	2,7
2011	1	17	6	24	13	-33,256	-70,848	71,4	2,3
2011	1	19	2	40	42,4	-33,984	-72,187	15,3	3,6
2011	1	19	5	27	46,2	-33,947	-72,521	21,5	3,9
2011	1	19	7	38	4,5	-33,623	-71,623	40,1	2,7
2011	1	22	1	19	31	-33,862	-72,403	14,7	3,8
2011	1	22	12	35	53,5	-32,291	-71,666	40,1	3,6
2011	1	23	21	2	13,7	-28,307	-70,664	51,6	3,6
2011	1	25	0	35	52,5	-33,554	-71,957	43,7	3
2011	1	26	9	21	39,4	-31,488	-69,997	165,2	3,2
2011	1	28	6	14	19,2	-33,865	-72,067	23,5	3,1
2011	1	29	4	51	57,9	-28,733	-70,927	69,9	3,7
2011	1	29	12	41	53	-29,072	-70,578	70,7	3,8
2011	1	29	18	34	14,6	-31,028	-71,319	77,5	3,3
2011	1	30	2	48	10,4	-29,426	-69,541	112,4	4,6
2011	1	30	23	1	32,1	-30,879	-71,430	47,2	3,2
2011	1	31	6	41	16,5	-33,662	-71,398	44,5	3,1
2011	1	31	18	20	35,1	-32,694	-71,631	55,9	3,3
2011	2	2	5	16	24,2	-33,241	-70,204	117,4	3,5
2011	2	2	5	30	36	-28,589	-70,727	73,6	3,1
2011	2	2	12	29	33,8	-33,763	-72,100	15	2,9
2011	2	4	7	14	3,6	-33,091	-72,076	26,2	3,4
2011	2	4	13	25	37,9	-33,120	-72,164	25,1	3,8
2011	2	5	1	7	11,5	-32,762	-71,964	15,1	2,7
2011	2	5	2	7	48	-33,915	-72,311	10	3,7
2011	2	7	0	29	48,7	-31,725	-71,707	34,3	3,8
2011	2	8	15	30	15,5	-33,906	-70,517	102,2	3
2011	2	9	12	26	39,6	-33,905	-71,453	41,6	2,2
2011	2	10	16	40	20,3	-32,923	-71,729	5	3,2
2011	2	17	10	50	55,2	-33,948	-72,246	9,9	4,1
2011	2	17	12	4	39,2	-33,741	-72,617	18,3	4,4
2011	2	18	1	51	30,6	-33,864	-72,156	31,5	3,8
2011	2	18	17	0	59,3	-33,985	-72,152	13,1	5,2
2011	2	19	8	54	46,9	-33,922	-72,262	3,9	2,8
2011	2	22	16	39	36,9	-29,224	-71,538	47,8	4,6
2011	2	25	12	3	58,1	-33,782	-71,792	4,9	3,1
2011	2	26	18	24	29,4	-33,707	-71,946	13,1	3,6
2011	2	27	5	53	14,9	-31,455	-69,683	121,2	4,5
2011	2	28	17	1	41,3	-33,971	-72,120	11,5	3
2011	3	5	11	14	32,8	-31,125	-69,212	113,1	3,9
2011	3	5	15	12	49,4	-30,721	-71,817	41,8	4,8
2011	3	8	18	54	56	-30,761	-71,351	36,3	3,3
2011	3	11	9	3	3,7	-28,456	-70,714	47,1	3,6
2011	3	12	1	52	17,6	-28,702	-70,424	86,8	3,4
2011	3	13	4	23	51,6	-29,124	-71,616	54,1	2,8
2011	3	15	9	13	40	-33,635	-72,067	10,6	3
2011	3	16	22	36	16,1	-32,564	-71,726	32,7	5,6
2011	3	17	3	16	42,9	-32,523	-71,517	13,5	3,8
2011	3	17	4	4	43,2	-32,506	-71,560	15,8	3,5
2011	3	17	4	45	55,4	-32,547	-71,663	39,6	3,5
2011	3	22	7	32	48,9	-33,754	-71,756	18,3	4,3
2011	3	23	19	21	36,8	-33,945	-71,410	23,6	2,6
2011	3	29	0	52	53,2	-33,847	-72,064	16,4	3
2011	3	29	1	51	8,5	-33,789	-72,061	23,9	4,2
2011	3	29	21	25	1,6	-33,963	-72,431	15,4	3,4
2011	3	30	9	42	17,4	-33,854	-72,082	13,7	3,8
2011	4	1	19	8	23,3	-33,464	-70,317	120	3
2011	4	1	20	58	19,9	-33,153	-70,417	101,6	2,7
2011	4	2	0	53	49,1	-33,895	-72,181	37,7	2,5
2011	4	3	16	19	17,5	-33,656	-71,658	20	3,1
2011	4	3	19	11	39,4	-33,615	-71,982	25,3	3,7
2011	4	4	18	13	1,2	-28,298	-70,653	18,7	2,2
2011	4	6	7	52	22,6	-33,081	-70,915	64,7	2,6
2011	4	6	13	18	7,3	-33,932	-72,003	13	3,6
2011	4	6	23	9	39,9	-32,825	-71,548	6,7	2,5
2011	4	8	7	58	24,8	-29,469	-71,686	64,6	3,5
2011	4	8	21	15	31	-33,594	-71,447	23,5	2,6
2011	4	9	3	39	37,9	-33,671	-70,620	98	2,2
2011	4	9	19	15	56,5	-32,674	-71,076	9,4	2
2011	4	10	4	14	16,8	-32,393	-71,897	19,8	3,6
2011	4	12	3	46	26,4	-33,851	-72,180	15	2,3
2011	4	13	7	59	48,1	-29,808	-70,976	79,9	2,6
2011	4	13	19	24	52,9	-33,761	-72,132	15	3
2011	4	14	1	5	25,7	-33,760	-72,104	25	2,9
2011	4	15	21	22	14,1	-32,608	-71,552	61,3	3,5
2011	4	16	17	51	0,6	-32,666	-70,881	75,5	2,6
2011	4	17	11	42	52,7	-29,482	-71,316	12,2	2,7
2011	4	17	22	23	52,8	-29,478	-71,420	11,6	3
2011	4	18	5	25	39,4	-32,862	-71,127	53,3	2,9
2011	4	19	0	57	27,2	-33,420	-72,426	45,2	5
2011	4	20	12	4	43,1	-33,858	-73,084	28,7	4,1
2011	4	20	16	30	12,6	-33,774	-73,562	15	3,4
2011	4	20	20	24	15,1	-31,668	-70,204	146,6	3,4
2011	4	22	15	46	16,7	-33,592	-70,353	112,6	3,9
2011	4	22	17	3	29	-33,756	-71,900	15,6	3,1
2011	4	23	10	18	53,3	-29,814	-71,769	46,7	2,7
2011	4	24	13	32	43,6	-29,894	-71,298	47,2	2,5
2011	4	24	16	4	44,2	-28,601	-69,843	111	4,3
2011	4	24	20	24	47	-33,004	-71,378	48,8	2,5
2011	4	24	22	1	8,4	-32,572	-70,959	70,4	3,8
2011	4	26	8	1	59,9	-32,495	-71,637	36,8	3,1
2011	4	27	4	57	32,9	-33,948	-72,502	24,2	5
2011	4	27	8	2	8,6	-33,663	-71,953	26	3
2011	4	28	5	36	47,2	-31,339	-70,768	79	3,2
2011	4	28	18	13	11,3	-30,617	-71,279	45,3	3
2011	5	1	20	2	39,8	-32,382	-71,630	12	2,3
2011	5	3	1	34	30,8	-33,793	-72,601	12,7	3,1
2011	5	3	11	46	43,1	-29,323	-71,048	44,7	2,8
2011	5	5	12	11	50,8	-33,207	-70,955	65,6	2,9
2011	5	6	16	10	10,2	-33,628	-71,066	57,9	2,5
2011	5	7	11	24	49,8	-32,748	-71,702	14,1	2,4
2011	5	7	13	10	48,5	-33,912	-72,457	20,4	4,3
2011	5	7	23	55	46,5	-33,909	-72,386	16	4
2011	5	9	17	25	16,1	-32,164	-70,925	82,4	2,7
2011	5	10	3	4	48,2	-32,374	-71,468	24,6	2,9
2011	5	10	21	33	39,5	-32,669	-71,586	8,1	2,8
2011	5	10	22	24	57,9	-33,289	-70,747	80,7	2,6
2011	5	19	17	18	39,3	-32,755	-71,841	2,9	2,7
2011	5	20	7	44	35,9	-33,562	-71,982	37,2	3,7
2011	5	21	9	3	41,3	-32,425	-71,458	10,3	2,8
2011	5	21	18	25	2,9	-33,484	-70,949	69,6	2,2
2011	5	22	3	27	23	-30,878	-71,933	15	3,3
2011	5	23	15	36	21,5	-29,663	-71,056	31	3,4
2011	5	29	8	20	15,1	-33,534	-71,864	15,7	2
2011	5	30	6	2	32,8	-31,803	-69,825	133,6	2,8
2011	6	2	0	34	19,7	-33,960	-71,972	15	2,6
2011	6	2	4	1	42,3	-33,303	-72,021	19,4	2
2011	6	2	8	46	1,4	-33,099	-70,326	105,8	2,6
2011	6	8	8	3	6,9	-32,338	-71,635	27,6	3,9
2011	6	8	10	46	41,5	-33,940	-71,234	73,1	3,1
2011	6	9	15	36	25,7	-33,462	-71,940	32,4	3,2
2011	6	10	7	51	0,5	-31,319	-69,339	129,9	3,2
2011	6	10	11	43	34,4	-33,922	-72,067	25	2,6
2011	6	10	11	53	23	-32,115	-69,793	104,4	3
2011	6	11	22	24	50,2	-33,798	-71,366	46,1	2,4
2011	6	12	8	20	53,6	-29,170	-71,670	37,6	3
2011	6	13	5	19	55,7	-32,419	-71,226	45,6	4,7
2011	6	14	21	12	53,2	-33,812	-73,069	25,2	3,7
2011	6	15	7	49	49,8	-28,471	-71,245	35,7	4
2011	6	15	9	26	33,3	-31,702	-70,350	120	2,7
2011	6	15	10	29	55,9	-30,854	-71,298	43,3	4,3
2011	6	15	10	36	25,3	-31,582	-69,946	155,1	3,6
2011	6	17	9	32	0,3	-33,963	-71,947	26,2	2,9
2011	6	17	9	34	40,9	-33,989	-72,046	36,5	2,3
2011	6	18	17	10	23,9	-33,960	-72,386	32,6	3,1
2011	6	19	11	58	28,4	-32,581	-71,425	33	2,5
2011	6	19	15	36	12,9	-33,261	-71,001	38,5	2,3
2011	6	20	8	48	13,3	-33,388	-70,084	11,8	2,4
2011	6	21	12	16	1	-32,440	-70,043	102,2	3,9
2011	6	21	16	6	45	-32,625	-69,738	120,9	3,1
2011	6	24	9	53	36,5	-32,481	-71,617	32,5	2,2
2011	6	27	7	26	7,6	-30,883	-71,886	32,4	3,6
2011	6	28	2	30	29,1	-33,709	-71,866	28,2	2,3
2011	6	28	6	2	48,6	-31,606	-69,815	141	3
2011	6	29	5	36	46,8	-33,906	-72,341	19,7	5,1
2011	6	29	5	52	51	-33,956	-72,381	31,4	3
2011	6	29	5	58	28,6	-33,927	-72,314	20,2	2,8
2011	6	29	6	46	20	-33,946	-72,393	24,9	3,5
2011	6	29	7	2	23,7	-33,965	-72,471	29,9	4,3
2011	6	29	7	17	9,3	-33,955	-72,357	37,2	3,3
2011	6	29	7	31	57,8	-33,962	-72,296	26,6	3,8
2011	6	30	19	19	34,8	-33,951	-72,547	38,6	3,3
2011	7	1	7	4	43,9	-33,913	-72,388	27,3	3,9
2011	7	2	1	50	4	-33,881	-72,382	17,9	4,4
2011	7	3	19	4	43,6	-32,244	-71,215	44,1	2,6
2011	7	4	9	12	30,5	-32,836	-70,921	59,8	3,2
2011	7	4	10	47	45,1	-30,978	-71,270	65,1	4,8
2011	7	5	2	25	19,9	-32,512	-71,552	42,9	4,3
2011	7	5	9	52	48,3	-33,911	-72,115	17,7	2,7
2011	7	5	14	23	2,9	-32,530	-71,076	53,4	3,3
2011	7	5	20	13	41,1	-31,409	-71,664	65	3,5
2011	7	6	2	9	53,6	-33,433	-72,223	26	2,2
2011	7	6	7	13	20,2	-33,848	-72,409	29,5	3,7
2011	7	7	0	1	45,6	-32,572	-71,667	32,5	3,6
2011	7	7	3	10	5	-33,413	-70,112	106	3,9
2011	7	9	3	53	52,2	-32,732	-71,773	44,7	2,2
2011	7	9	5	10	2,2	-33,955	-72,263	36,1	2,9
2011	7	9	8	25	48,6	-33,807	-71,856	19,9	2,5
2011	7	9	14	5	3,7	-31,791	-71,851	28,9	3,2
2011	7	10	6	22	31	-32,918	-71,605	16,3	2,1
2011	7	10	15	42	47,1	-32,335	-71,724	27,2	2,8
2011	7	12	3	24	5,6	-32,673	-71,560	7,6	2,3
2011	7	12	15	27	44,4	-33,516	-72,127	15	3,8
2011	7	15	2	40	4,1	-33,228	-71,335	4,7	2,9
2011	7	15	3	2	53,2	-28,396	-69,449	95	3
2011	7	15	20	42	34,4	-33,001	-70,375	99,2	3,4
2011	7	16	9	55	6	-31,396	-71,864	34,5	3,1
2011	7	16	13	6	11,6	-33,896	-72,091	22,3	3,3
2011	7	17	1	44	27,6	-29,154	-71,462	32,1	2,6
2011	7	17	2	6	38,3	-32,702	-71,888	42,7	2,5
2011	7	17	18	53	20	-33,685	-71,979	47,4	2,4
2011	7	18	10	17	1,2	-33,852	-72,144	36,5	2,3
2011	7	18	16	23	32,1	-33,247	-70,415	98,5	3,1
2011	7	19	8	28	13,9	-32,035	-71,501	48,6	3,6
2011	7	20	1	51	59	-31,948	-71,127	78,9	3
2011	7	21	21	19	36,9	-32,684	-71,118	10,8	2,3
2011	7	23	2	56	50,8	-29,318	-70,465	135,7	5,9
2011	7	23	7	36	8,7	-33,951	-71,841	25,1	2,4
2011	7	24	17	43	44,6	-33,802	-72,610	30,8	4,8
2011	7	26	6	52	10,5	-32,424	-69,855	43,1	2,5
2011	7	26	12	9	54,7	-33,962	-71,409	46,5	2,4
2011	7	29	3	36	20,1	-32,364	-70,217	89,9	4,7
2011	7	30	3	37	22,7	-33,302	-70,740	80,8	2,8
2011	7	30	4	9	46,3	-33,413	-70,159	112,5	2,1
2011	7	31	5	12	27,7	-32,509	-70,799	75,1	2,3
2011	8	2	10	2	11,2	-32,663	-70,812	76,5	2,8
2011	8	3	1	20	15	-32,009	-70,775	68,1	2,7
2011	8	3	2	32	10,6	-33,819	-70,306	123,4	3
2011	8	4	1	23	29,2	-30,542	-72,185	31,6	3,6
2011	8	4	2	13	28,9	-30,526	-72,155	38,3	4,4
2011	8	4	23	3	28,1	-32,135	-71,626	44,4	3,1
2011	8	9	12	23	8	-31,785	-71,773	34,1	3,3
2011	8	12	4	30	20,5	-33,995	-72,363	25,1	3
2011	8	14	0	45	29,1	-33,310	-72,404	35	4,1
2011	8	14	14	27	23,6	-33,892	-71,910	38,8	2,6
2011	8	14	20	30	56	-31,639	-71,524	33,9	3,4
2011	8	15	3	58	43,4	-28,428	-70,803	71,9	2,3
2011	8	15	13	13	46,3	-31,432	-69,750	107	3,3
2011	8	15	21	26	27,2	-33,126	-70,211	3,2	2
2011	8	17	1	53	51,6	-33,935	-72,345	35,6	2,6
2011	8	17	1	58	31,4	-33,933	-72,394	33,3	3,2
2011	8	19	2	58	31,1	-32,390	-71,421	39,3	2,5
2011	8	19	16	35	0,7	-33,386	-71,869	28,5	2,9
2011	8	19	20	16	5,6	-33,391	-71,966	15	2,4
2011	8	21	4	33	7	-30,139	-71,448	49,5	4
2011	8	21	4	44	31,1	-33,401	-72,285	46,1	3,7
2011	8	21	14	24	42,5	-32,405	-69,866	114	2,8
2011	8	22	3	16	8,6	-32,626	-71,582	22,7	2,2
2011	8	22	6	0	20,9	-31,348	-69,828	137,4	2,9
2011	8	24	5	30	40,4	-31,401	-69,719	158,4	3,3
2011	8	24	17	18	48,7	-31,661	-71,871	30,3	3,5
2011	8	25	2	50	8,1	-32,554	-71,312	41,5	3
2011	8	26	11	44	46,2	-33,435	-72,393	21	2,9
2011	8	26	16	22	42,9	-33,597	-72,258	38,2	2,8
2011	8	27	9	23	38,8	-31,639	-71,386	57,2	4,7
2011	8	28	6	54	25,9	-33,234	-72,308	38,7	3,5
2011	9	1	5	7	5,7	-32,455	-71,568	11,9	3,1
2011	9	2	11	48	11,5	-32,408	-69,914	115	3,7
2011	9	3	5	46	28,9	-31,758	-69,892	148,3	2,6
2011	9	3	9	36	29,3	-33,234	-71,577	47,1	3
